"ID"	"Study.name"	"Outcome"	"PERSON"	"Sample.size"	"Correlation"	"Fisher.s.Z"	"Std.Err"	"Full.Reference"	"Long.Dup"	"raw.r."	"Study"	"SEX"	"Best."	"AGE"	"East.West"	"setting2"	"Setting"	"1st"	"2nd"	"3rd"	"4th"	"aveORonlyR"	"aveDVs"	"Country"	"Pub"	"z"	"t"	"df"	"d_est"	"p.onetail"	"p.twotail"
"140"	"CP00ABF"	"AggBeh"	"."	89	0.119	0.119566541187873	0.107832773203438	"Colwell, J., & Payne, J. (2000). Negative correlates of compute game play in adolescents. British Journal of Psychology, 91, 295--310."	"Blank"	"y"	1	"F"	"y"	"Child"	"West"	"Nonexp"	"NonexpS"	"0.130000"	"0.110000"	"."	"."	"0.119"	"Man, ABdel"	"UK"	"Journal"	1.10881448780231	1.11790163215825	87	0.239703270510498	0.133343232349098	0.266686464698195
"141"	"CP00ABM"	"AggBeh"	"."	79	0.156	0.157284277318183	0.114707866935281	"Colwell, J., & Payne, J. (2000). Negative correlates of compute game play in adolescents. British Journal of Psychology, 91, 295--310."	"Blank"	"y"	1	"M"	"y"	"Child"	"West"	"Nonexp"	"NonexpS"	"0.170000"	"0.140000"	"."	"."	"0.156"	"Man, ABdel"	"UK"	"Journal"	1.37117254047557	1.38586146997888	77	0.315867144023989	0.0848949618400626	0.169789923680125
"142"	"CP00ACF"	"AggCog"	"."	96	0.15	0.151140435936467	0.103695169473043	"Colwell, J., & Payne, J. (2000). Negative correlates of compute game play in adolescents. British Journal of Psychology, 91, 295--310."	"Blank"	"y"	1	"F"	"y"	"Child"	"West"	"Nonexp"	"NonexpS"	"."	"."	"."	"."	"0.15"	"."	"UK"	"Journal"	1.45754558003551	1.47094624798125	94	0.303433042454504	0.0723226869258354	0.144645373851671
"143"	"CP00ACM"	"AggCog"	"."	76	0.25	0.255412811882995	0.117041147196131	"Colwell, J., & Payne, J. (2000). Negative correlates of compute game play in adolescents. British Journal of Psychology, 91, 295--310."	"Blank"	"y"	1	"M"	"y"	"Child"	"West"	"Nonexp"	"NonexpS"	"."	"."	"."	"."	"0.25"	"."	"UK"	"Journal"	2.18224802133038	2.22111083319436	74	0.516397779494322	0.0147014753456698	0.0294029506913396
"144"	"CT94AA"	"AggAff"	"First"	24	0.084	0.0841984086627306	0.218217890235992	"Calvert, S. L., & Tan, S. (1994). Impact of virtual reality on young Adult’ physiological arousal and aggressive thoughts: Interaction versus observation. Journal of Applied Developmental Psychology, 15, 125-139."	"NB"	"y"	1	"MF"	"n"	"Adult"	"West"	"Exp"	"Exp"	"."	"."	"."	"."	"0.084"	"."	"US"	"Journal"	0.385845581091789	0.395392337392758	22	0.16859585914731	0.34818063662641	0.69636127325282
"145"	"CT94AC"	"AggCog"	"First"	24	0.5	0.549306144334055	0.218217890235992	"Calvert, S. L., & Tan, S. (1994). Impact of virtual reality on young Adult’ physiological arousal and aggressive thoughts: Interaction versus observation. Journal of Applied Developmental Psychology, 15, 125-139."	"NB"	"y"	1	"MF"	"n"	"Adult"	"West"	"Exp"	"Exp"	"."	"."	"."	"."	"0.5"	"."	"US"	"Journal"	2.51723698611515	2.70801280154532	22	1.15470053837925	0.00642271048400289	0.0128454209680058
"146"	"CT94PA"	"PhysArous"	"First"	24	0.521	0.577711347424189	0.218217890235992	"Calvert, S. L., & Tan, S. (1994). Impact of virtual reality on young Adult’ physiological arousal and aggressive thoughts: Interaction versus observation. Journal of Applied Developmental Psychology, 15, 125-139."	"NB"	"y"	1	"MF"	"n"	"Adult"	"West"	"Exp"	"Exp"	"."	"."	"."	"."	"0.521"	"."	"US"	"Journal"	2.64740597940628	2.86296935885334	22	1.22077423642339	0.00452034698526847	0.00904069397053693
"147"	"D05PA"	"PhysArous"	"both"	45	0.187	0.189226642530929	0.154303349962092	"Dubenitz, J. (2005). The physical and emotional experience of violence in video games. Dissertation Abstracts International: Section B: The Sciences and Engineering Vol 66(2-B), 2005, pp. 1166."	"NB"	"y"	1	"M"	"n"	"Child"	"West"	"Exp"	"Exp"	"0.336000"	"0.135200"	"0.078100"	"."	"0.187"	"HR,SYS, DIA"	"US"	"Dissertation (unpub)"	1.22632880347327	1.24826042570721	43	0.380715860646235	0.109344958363797	0.218689916727594
"148"	"D84ABF"	"AggBeh"	"."	140	0.19	0.192337169219545	0.0854357657716761	"Dominick, J. R. (1984).  Videogames, television violence, and aggression in teenagers. Journal of Communication, 34, 136-147."	"NB"	"y"	1	"F"	"n"	"Child"	"West"	"Nonexp"	"NonexpS"	"0.190000"	"0.190000"	"."	"."	"0.19"	"Man,Del"	"US"	"Journal"	2.25124884739207	2.27340679652721	138	0.387050476523023	0.0122728737550069	0.0245457475100138
"149"	"D84ABM"	"AggBeh"	"."	110	0.1218	0.12240772947331	0.0966736489045664	"Dominick, J. R. (1984).  Videogames, television violence, and aggression in teenagers. Journal of Communication, 34, 136-147."	"NB"	"y"	1	"M"	"n"	"Child"	"West"	"Nonexp"	"NonexpS"	"0.020000"	"0.220000"	"."	"."	"0.1218"	"Man,Del"	"US"	"Journal"	1.26619539926695	1.27527760106505	108	0.245427288755468	0.10247372280309	0.20494744560618
"150"	"D84ACF"	"AggCog"	"."	140	0.09	0.0902441878561468	0.0854357657716761	"Dominick, J. R. (1984).  Videogames, television violence, and aggression in teenagers. Journal of Communication, 34, 136-147."	"NB"	"y"	1	"F"	"n"	"Child"	"West"	"Nonexp"	"NonexpS"	"."	"."	"."	"."	"0.09"	"."	"US"	"Journal"	1.05628113754281	1.06156870609198	138	0.180733458781983	0.145142903422947	0.290285806845895
"151"	"D84ACM"	"AggCog"	"."	110	0.09	0.0902441878561468	0.0966736489045664	"Dominick, J. R. (1984).  Videogames, television violence, and aggression in teenagers. Journal of Communication, 34, 136-147."	"NB"	"y"	1	"M"	"n"	"Child"	"West"	"Nonexp"	"NonexpS"	"."	"."	"."	"."	"0.09"	"."	"US"	"Journal"	0.933493137775666	0.93911859971415	108	0.180733458781983	0.174882725695431	0.349765451390862
"152"	"DA03DS1F"	"Desen"	"Third"	42	0.0275	0.0275069354388941	0.160128153805087	"Deslms, J. L. & Altman, J. D. (2003) Immediate and prolonged effects of videogame violence.  Journal of Applied Social Psychology, 33, 1553-1563."	"NB"	"y"	1	"F"	"n"	"Adult"	"West"	"Exp"	"Exp"	"."	"."	"."	"."	"0.0275"	"."	"US"	"Journal"	0.171780756757968	0.173991074127364	40	0.0550208086781662	0.431375037572989	0.862750075145979
"153"	"DA03DS1M"	"Desen"	"Third"	42	-0.4619	-0.499723911011098	0.160128153805087	"Deslms, J. L. & Altman, J. D. (2003) Immediate and prolonged effects of videogame violence.  Journal of Applied Social Psychology, 33, 1553-1563."	"NB"	"y"	1	"M"	"n"	"Adult"	"West"	"Exp"	"Exp"	"."	"."	"."	"."	"-0.4619"	"."	"US"	"Journal"	-3.12077482401613	-3.2937272194482	40	-1.04156800047496	0.998962582557147	0.00207483488570536
"154"	"DA03DS2F"	"Desen"	"Third"	27	0.4593	0.49642377564287	0.204124145231932	"Deslms, J. L. & Altman, J. D. (2003) Immediate and prolonged effects of videogame violence.  Journal of Applied Social Psychology, 33, 1553-1563."	"NB"	"y"	2	"F"	"n"	"Adult"	"West"	"Exp"	"Exp"	"."	"."	"."	"."	"0.4593"	"."	"US"	"Journal"	2.43196989302181	2.58532992851032	25	1.03413197140413	0.00797480384225921	0.0159496076845184
"155"	"DA03DS2M"	"Desen"	"Third"	29	-0.4593	-0.49642377564287	0.196116135138184	"Deslms, J. L. & Altman, J. D. (2003) Immediate and prolonged effects of videogame violence.  Journal of Applied Social Psychology, 33, 1553-1563."	"NB"	"y"	2	"M"	"n"	"Adult"	"West"	"Exp"	"Exp"	"."	"."	"."	"."	"-0.4593"	"."	"US"	"Journal"	-2.5312745190144	-2.68675367430497	27	-1.03413197140413	0.993902163077554	0.0121956738448923
"156"	"DB02AB"	"AggBeh"	"."	1111	0.0915	0.0917566440768864	0.0300420884063055	"Durkin, K., & Barber, B. (2002). Not so doomed: computer game play and positive adolescent development. Applied Developmental Psychology, 23, 373-392."	"NB"	"y"	1	"MF"	"n"	"Child"	"West"	"Nonexp"	"Nonexp"	"."	"."	"."	"."	"0.0915"	"."	"US"	"Journal"	3.05426982425189	3.05993732596437	1109	0.183770904923034	0.00113350864843466	0.00226701729686933
"157"	"EG06AC"	"AggCog"	"First"	219	0.2491	0.254453041933013	0.0680413817439772	"Eastin, M. S., & Griffiths, R. P. (2006). Beyond the shooter game: Examining presence and hostile outcomes among male game players. Communication Research, 33, 448-466."	"Exp"	"y"	1	"M"	"y"	"Adult"	"West"	"Exp"	"Exp"	"."	"."	"."	"."	"0.2491"	"."	"US"	"Journal"	3.73968069740936	3.78890693558493	217	0.514415524748055	9.79978057281176e-05	0.000195995611456235
"158"	"EHY07AB"	"AggBeh"	"."	2205	0.1204	0.120986892352674	0.0213103872963671	"Endo, T., Hoshiyama, K., Yasuda, M., & Saito, Y. (2007). Asobi ga jidou no shinshin ni ataeru eikyo ni tsuite: Jidou no kougekisei shakaisei ni chumokushite [The effect of play on psychological aspect of children: Focusing on aggression and social development of children]. Journal of Applied Educational Research, 12, 25-34."	"NB"	"y"	1	"MF"	"n"	"Child"	"East"	"Nonexp"	"Nonexp"	"."	"."	"."	"."	"0.1204"	"."	"Japan"	"Journal"	5.6773671294702	5.69252013034851	2203	0.242564545357331	7.0938007399917e-09	1.41876014799834e-08
"159"	"EKO02ABF"	"AggBeh"	"."	2663	0.1013	0.101648652253285	0.019389168358237	"Escobar-Chaves, S. L., Kelder, S., & Orpinas, P. (2002). The relationship between violent video games, acculturation, and aggression among Latino adolescents. Biomedica, 22, 398-406."	"NB"	"y"	1	"F"	"n"	"Child"	"West"	"Nonexp"	"NonexpS"	"."	"."	"."	"."	"0.1013"	"."	"US"	"Journal"	5.24254833292538	5.25256810482321	2661	0.203647578572047	8.09270408400354e-08	1.61854081680071e-07
"160"	"EKO02ABM"	"AggBeh"	"."	2510	0.0937	0.093975672640222	0.0199720586631353	"Escobar-Chaves, S. L., Kelder, S., & Orpinas, P. (2002). The relationship between violent video games, acculturation, and aggression among Latino adolescents. Biomedica, 22, 398-406."	"NB"	"y"	1	"M"	"n"	"Child"	"West"	"Nonexp"	"NonexpS"	"."	"."	"."	"."	"0.0937"	"."	"US"	"Journal"	4.70535733072343	4.71322595831636	2508	0.188228113897682	1.28579146344388e-06	2.57158292688776e-06
"161"	"EML06AB"	"AggBeh"	"."	444	0.329	0.341706460870782	0.0476190476190476	"Eyal, K., Metzger, M. J., Lingsweiler, R. W., Mahood, C., & Yao, M. Z. (2006). Aggressive political opinions and exposure to violent media. Mass Communication & Society, 9, 399-427."	"Blank"	"y"	1	"MF"	"y"	"Adult"	"West"	"Nonexp"	"Nonexp"	"."	"."	"."	"."	"0.329"	"."	"US"	"Journal"	7.17583567828642	7.32458936511483	442	0.696790375116998	5.72451226382788e-13	1.14490245276558e-12
"163"	"EML06AC"	"AggCog"	"."	446	0.172	0.173726907875849	0.047511433814558	"Eyal, K., Metzger, M. J., Lingsweiler, R. W., Mahood, C., & Yao, M. Z. (2006). Aggressive political opinions and exposure to violent media. Mass Communication & Society, 9, 399-427."	"Blank"	"y"	1	"MF"	"y"	"Adult"	"West"	"Nonexp"	"Nonexp"	"."	"."	"."	"."	"0.172"	"."	"US"	"Journal"	3.65652841701059	3.67909462379381	444	0.349204207930393	0.000131397129886434	0.000262794259772868
"165"	"F06ABF"	"AggBeh"	"."	103	0.17	0.171666663500579	0.1	"Fleming, M.J. (2006). The effects of television and electronic games on aggression and prosocial behavior in middle childhood. Dissertation, University of Canberra."	"NB"	"y"	1	"F"	"n"	"Child"	"West"	"Nonexp"	"NonexpS"	"."	"."	"."	"."	"0.17"	"."	"Australia"	"Dissertation (unpub)"	1.71666663500579	1.73371469866558	101	0.34502212047719	0.0430100984896584	0.0860201969793169
"166"	"F06ABM"	"AggBeh"	"."	125	0.35	0.365443754271396	0.0905357460425185	"Fleming, M.J. (2006). The effects of television and electronic games on aggression and prosocial behavior in middle childhood. Dissertation, University of Canberra."	"NB"	"y"	1	"M"	"n"	"Child"	"West"	"Nonexp"	"NonexpS"	"."	"."	"."	"."	"0.35"	"."	"Australia"	"Dissertation (unpub)"	4.03645819740384	4.14378331611828	123	0.747264717757073	3.15220518841966e-05	6.30441037683932e-05
"167"	"F83AA"	"AggAff"	"Third"	24	0.524	0.581837941007586	0.218217890235992	"Favaro, P. J. (1983). The effects of video game play on mood, physiological arousal and psychomotor performance. Dissertation: Hofstra University."	"Exp"	"y"	1	"M"	"y"	"Adult"	"West"	"Exp"	"Exp"	"."	"."	"."	"."	"0.524"	"."	"US"	"Dissertation (unpub)"	2.66631640686452	2.88567002037791	22	1.23045383102096	0.00429144910659663	0.00858289821319327
"168"	"F83PA"	"PhysArous"	"Third"	24	0.207	0.210034999731342	0.218217890235992	"Favaro, P. J. (1983). The effects of video game play on mood, physiological arousal and psychomotor performance. Dissertation: Hofstra University."	"Exp"	"y"	1	"M"	"y"	"Adult"	"West"	"Exp"	"Exp"	"."	"."	"."	"."	"0.207"	"."	"US"	"Dissertation (unpub)"	0.962501284858906	0.992410743525336	22	0.423165362877211	0.165893867329325	0.33178773465865
"169"	"FBJ03AC"	"AggCog"	"."	66	0.02	0.0200026673068496	0.125988157669742	"Funk, J.B., Buchman D.D., Jenks, J. & Bechtoldt, H. (2003) Playing violent video games, desensitization, and moral evaluation in children.  Applied Developmental Psychology, 24, 413-436."	"Blank"	"y"	1	"MF"	"y"	"Child"	"West"	"Nonexp"	"Nonexp"	"."	"."	"."	"."	"0.02"	"."	"US"	"Journal"	0.158766249755659	0.160032009603201	64	0.0400080024008003	0.436679939388899	0.873359878777797
"175"	"FBJ03EMc"	"Empathy"	"."	66	-0.04	-0.0400213538367682	0.125988157669742	"Funk, J.B., Buchman D.D., Jenks, J. & Bechtoldt, H. (2003) Playing violent video games, desensitization, and moral evaluation in children.  Applied Developmental Psychology, 24, 413-436."	"Blank"	"y"	1	"MF"	"y"	"Child"	"West"	"Nonexp"	"Nonexp"	"."	"."	"."	"."	"-0.04"	"."	"US"	"Journal"	-0.317659648152629	-0.320256307610174	64	-0.0800640769025436	0.374908653843825	0.74981730768765
"177"	"FBJ03EMFo"	"Empathy"	"Third"	10	0.1868	0.189019403331238	0.377964473009227	"Funk, J.B., Buchman D.D., Jenks, J. & Bechtoldt, H. (2003) Playing violent video games, desensitization, and moral evaluation in children.  Applied Developmental Psychology, 24, 413-436."	"NB"	"y"	1	"F"	"n"	"Child"	"West"	"Exp"	"Exp"	"."	"."	"."	"."	"0.1868"	"."	"US"	"Journal"	0.50009833418027	0.537816858517661	8	0.380293947694284	0.697331194004823	0.605337611990354
"178"	"FBJ03EMFy"	"Empathy"	"Third"	17	-0.1096	-0.110042034519643	0.267261241912424	"Funk, J.B., Buchman D.D., Jenks, J. & Bechtoldt, H. (2003) Playing violent video games, desensitization, and moral evaluation in children.  Applied Developmental Psychology, 24, 413-436."	"NB"	"y"	1	"F"	"n"	"Child"	"West"	"Exp"	"Exp"	"."	"."	"."	"."	"-0.1096"	"."	"US"	"Journal"	-0.411739591316056	-0.427051630127278	15	-0.220528513527157	0.33770409214092	0.67540818428184
"179"	"FBJ03EMMo"	"Empathy"	"Third"	25	-0.1409	-0.141843686979156	0.21320071635561	"Funk, J.B., Buchman D.D., Jenks, J. & Bechtoldt, H. (2003) Playing violent video games, desensitization, and moral evaluation in children.  Applied Developmental Psychology, 24, 413-436."	"NB"	"y"	1	"M"	"n"	"Child"	"West"	"Exp"	"Exp"	"."	"."	"."	"."	"-0.1409"	"."	"US"	"Journal"	-0.665305864838496	-0.682541812711142	23	-0.284639612293835	0.250856797458057	0.501713594916114
"180"	"FBJ03EMMy"	"Empathy"	"Third"	14	-0.0939	-0.0941774479488651	0.301511344577764	"Funk, J.B., Buchman D.D., Jenks, J. & Bechtoldt, H. (2003) Playing violent video games, desensitization, and moral evaluation in children.  Applied Developmental Psychology, 24, 413-436."	"NB"	"y"	1	"M"	"n"	"Child"	"West"	"Exp"	"Exp"	"."	"."	"."	"."	"-0.0939"	"."	"US"	"Journal"	-0.312351258559611	-0.326722722221854	12	-0.188633451625155	0.374752952514925	0.74950590502985
"181"	"FBP04AC"	"AggCog"	"."	150	0.3	0.309519604203112	0.0824786098842323	"Funk, J.B., Baldacci, H.B., Pasold, T., & Baumgardner, J. (2004). Violence Exposure in Real-life, Video Games, Television,  Movies, and the Internet: Is There Desensitization?  Journal of Adolescence, 27, 23-39."	"Blank"	"y"	1	"MF"	"y"	"Child"	"West"	"Nonexp"	"Nonexp"	"."	"."	"."	"."	"0.3"	"."	"US"	"Journal"	3.75272576292879	3.82588063553512	148	0.628970902033151	9.58226563672223e-05	0.000191645312734445
"183"	"FBP04EM"	"Empathy"	"."	150	-0.24	-0.244774112659353	0.0824786098842323	"Funk, J.B., Baldacci, H.B., Pasold, T., & Baumgardner, J. (2004). Violence Exposure in Real-life, Video Games, Television,  Movies, and the Internet: Is There Desensitization?  Journal of Adolescence, 27, 23-39."	"Blank"	"y"	1	"MF"	"y"	"Child"	"West"	"Nonexp"	"Nonexp"	"."	"."	"."	"."	"-0.24"	"."	"US"	"Journal"	-2.96772839652511	-3.00763036416882	148	-0.494451386058197	0.00154741350727545	0.00309482701455089
"185"	"FCM08AB"	"AggBeh"	"."	355	0.16	0.161386696131526	0.0533001790889026	"Ferguson, C. J., Cruz, A. M., Martinez, D., Rueda, S. M., Ferguson, D. E., & Negy, C. (2008). Personality, parental, and media influences on aggressive personality and violent crime in young adults. Journal of Aggression, Maltreatment & Trauma, 17, 395-414."	"Blank"	"y"	1	"MF"	"y"	"Adult"	"West"	"Nonexp"	"Nonexp"	"0.160000"	"0.030000"	"."	"."	"0.0956"	"BW,VC"	"US"	"Journal"	3.02788281184458	3.04536041099255	353	0.324176359389243	0.00124934368797469	0.00249868737594938
"187"	"FHS02AB"	"AggBeh"	"."	32	0.2441	0.249129281811157	0.185695338177052	"Funk, J.B., Hagan, J., Schimming, J., Bullock, W.A., Buchman, D.D., & Myers, M. (2002). Aggression and psychopathology in adolescents with a preference violent electronic games. Aggressive Behavior, 28, 134-144."	"NB"	"y"	1	"MF"	"n"	"Child"	"West"	"Nonexp"	"Nonexp"	"."	"."	"."	"."	"0.2441"	"."	"US"	"Journal"	1.34160224083614	1.3786962332937	30	0.503428684614909	0.0890914604033066	0.178182920806613
"188"	"FKN06AA"	"AggAff"	"both"	179	0.072	0.0721248044222734	0.0753778361444409	"Farrar, K., Krcmar, M., Nowak, K. (2006). Contextual Features of Violent Video Games, Mental Models, and Aggression. Journal of Communication. Vol 56(2), Jun 2006, pp. 387-405."	"NB"	"y"	1	"MF"	"n"	"Adult"	"West"	"Exp"	"Exp"	"."	"."	"."	"."	"0.072"	"."	"US"	"Journal"	0.956843657385787	0.960390264214792	177	0.144374705485927	0.169084467173287	0.338168934346574
"189"	"FKN06AC"	"AggCog"	"both"	179	0.149	0.150117574637691	0.0753778361444409	"Farrar, K., Krcmar, M., Nowak, K. (2006). Contextual Features of Violent Video Games, Mental Models, and Aggression. Journal of Communication. Vol 56(2), Jun 2006, pp. 387-405."	"NB"	"y"	1	"MF"	"n"	"Adult"	"West"	"Exp"	"Exp"	"."	"."	"."	"."	"0.149"	"."	"US"	"Journal"	1.99153467804557	2.00469407690813	177	0.301364068053758	0.0232599973567862	0.0465199947135724
"190"	"FR01AA"	"AggAff"	"Third"	71	0.2281	0.232184265330265	0.121267812518166	"Fleming, M J. & Rickwood, D. J. (2001) Effects of violent versus nonviolent video games on children's arousal, aggressive mood and positive mood.  Journal of Applied Social Psychology, 31, 2047-2071."	"Exp"	"y"	1	"MF"	"y"	"Child"	"West"	"Exp"	"Exp"	"."	"."	"."	"."	"0.2281"	"."	"Australia"	"Journal"	1.91464050112625	1.94604305482934	69	0.468552106594533	0.0278616453116156	0.0557232906232312
"191"	"FR01PA"	"PhysArous"	"Third"	71	0.3326	0.345748816905582	0.121267812518166	"Fleming, M J. & Rickwood, D. J. (2001) Effects of violent versus nonviolent video games on children's arousal, aggressive mood and positive mood.  Journal of Applied Social Psychology, 31, 2047-2071."	"Exp"	"y"	1	"MF"	"y"	"Child"	"West"	"Exp"	"Exp"	"."	"."	"."	"."	"0.3326"	"."	"Australia"	"Journal"	2.85111778406812	2.9295693591706	69	0.705357412955366	0.00229879007691781	0.00459758015383561
"192"	"FRC08AB1c"	"AggBeh"	"First"	51	0.205	0.207946365635212	0.144337567297406	"Ferguson, C. J., Rueda, S. M., Cruz, A. M., Ferguson, D. E., Fritz, S., & Smith, S. M. (2008). Violent video games and aggression: Causal relationship or byproduct of family violence and intrinsic violence motivation? Criminal Justice and Behavior, 35, 311-332."	"Blank"	"y"	1	"MF"	"y"	"Adult"	"West"	"Nonexp"	"Nonexp"	"."	"."	"."	"."	"0.205"	"."	"US"	"Journal"	1.44069468211793	1.46613787563174	49	0.418896535894784	0.0744996027301257	0.148999205460251
"193"	"FRC08AB1e"	"AggBeh"	"First"	50	-0.094	-0.0942783384694736	0.145864991497895	"Ferguson, C. J., Rueda, S. M., Cruz, A. M., Ferguson, D. E., Fritz, S., & Smith, S. M. (2008). Violent video games and aggression: Causal relationship or byproduct of family violence and intrinsic violence motivation? Criminal Justice and Behavior, 35, 311-332."	"NB"	"y"	1	"MF"	"n"	"Adult"	"West"	"Exp"	"Exp"	"."	"."	"."	"."	"-0.094"	"."	"US"	"Journal"	-0.646339724846411	-0.654147539901345	48	-0.188836129125886	0.741930597685394	0.516138804629211
"194"	"FRC08AB2"	"AggBeh"	"."	428	0.215	0.21840781899612	0.0485071250072666	"Ferguson, C. J., Rueda, S. M., Cruz, A. M., Ferguson, D. E., Fritz, S., & Smith, S. M. (2008). Violent video games and aggression: Causal relationship or byproduct of family violence and intrinsic violence motivation? Criminal Justice and Behavior, 35, 311-332."	"Blank"	"y"	2	"MF"	"y"	"Adult"	"West"	"Nonexp"	"Nonexp"	"0.210000"	"0.220000"	"0.110000"	"0.100000"	"0.1607"	"TA,VC"	"US"	"Journal"	4.50259253590893	4.54381135096331	426	0.440296758580354	3.60263380108772e-06	7.20526760217544e-06
"196"	"FSR92AB"	"AggBeh"	"."	118	0.233	0.237359350898544	0.0932504808240314	"Fling, S., Smith, L., Rodriguez, T., Thornton, D., Atkins, E., & Nixon, K. (1992). Videogames, aggression, and self-esteem: A survey. Social Behavior and Personality, 20, 39-46."	"NB"	"y"	1	"MF"	"n"	"Child"	"West"	"Nonexp"	"Nonexp"	"0.250000"	"0.190000"	"0.260000"	"0.230000"	"0.233"	"."	"US"	"Journal"	2.54539546392746	2.58051088520789	116	0.479188841498243	0.00555637187943507	0.0111127437588701
"197"	"GAYipAB3"	"AggBeh"	"Third"	161	0.2	0.202732554054082	0.079555728417573	"Gentile, D. A.,  Anderson,  C. A., Yukawa. S., Ihori, N.,  Saleem, M.,  Ming, L. K., Shibuya, A., Liau, A. K., Khoo, A., & Sakamoto, A. (in press). The Effects of Prosocial Video Games on Prosocial Behaviors: International Evidence from Correlational, Experimental, and Longitudinal Studies. Personality and Social Psychology Bulletin,"	"Exp"	"y"	3	"MF"	"y"	"Adult"	"West"	"Exp"	"Exp"	"."	"."	"."	"."	"0.2"	"."	"US"	"Journal"	2.54830868985294	2.57390753524675	159	0.408248290463863	0.0054843298888406	0.0109686597776812
"201"	"GAYipPB3"	"ProsBeh"	"Third"	161	-0.16	-0.161386696131526	0.079555728417573	"Gentile, D. A.,  Anderson,  C. A., Yukawa. S., Ihori, N.,  Saleem, M.,  Ming, L. K., Shibuya, A., Liau, A. K., Khoo, A., & Sakamoto, A. (in press). The Effects of Prosocial Video Games on Prosocial Behaviors: International Evidence from Correlational, Experimental, and Longitudinal Studies. Personality and Social Psychology Bulletin,"	"Exp"	"y"	3	"MF"	"y"	"Adult"	"West"	"Exp"	"Exp"	"."	"."	"."	"."	"-0.16"	"."	"US"	"Journal"	-2.02859931448855	-2.0438541781345	159	-0.324176359389243	0.978690987458736	0.042618025082529
"202"	"GBL83ACF"	"AggCog"	"."	79	-0.1557	-0.156976809152971	0.114707866935281	"Gibb, G. D., Bailey, J. R., Lambirth, T. T., & Wilson, W. P. (1983).  Personality differences between high and low electronic video game users.  The Journal of Psychology, 114, 159-165."	"NB"	"y"	1	"F"	"n"	"both"	"West"	"Nonexp"	"NonexpS"	"-0.100000"	"-0.210000"	"."	"."	"-0.1557"	"Weekly, # months"	"US"	"Journal"	-1.36849209515454	-1.383130072088	77	-0.315244600667618	0.914688736532722	0.170622526934555
"203"	"GBL83ACM"	"AggCog"	"."	201	0.055	0.0550555592082121	0.0710669054518702	"Gibb, G. D., Bailey, J. R., Lambirth, T. T., & Wilson, W. P. (1983).  Personality differences between high and low electronic video game users.  The Journal of Psychology, 114, 159-165."	"NB"	"y"	1	"M"	"n"	"both"	"West"	"Nonexp"	"NonexpS"	"0.060000"	"0.050000"	"."	"."	"0.055"	"Weekly, # months"	"US"	"Journal"	0.774700387728269	0.777046652097605	199	0.110166753417329	0.219026974087539	0.438053948175079
"204"	"GG08AA3"	"AggAff"	"."	1441	0.1	0.100335347731076	0.0263706331374945	"Gentile, D. A. & Gentile, R. J. (2008). Violent video games as exemplary teachers: A conceptual analysis. Journal of Youth and Adolescence, 37, 127-141."	"Blank"	"y"	3	"MF"	"y"	"Adult"	"West"	"Nonexp"	"Nonexp"	"."	"."	"."	"."	"0.1"	"."	"US"	"Journal"	3.80481375657289	3.81252587340119	1439	0.201007563051842	7.16822356915696e-05	0.000143364471383139
"205"	"GG08AB3"	"AggBeh"	"."	1441	0.26	0.266108406873654	0.0263706331374945	"Gentile, D. A. & Gentile, R. J. (2008). Violent video games as exemplary teachers: A conceptual analysis. Journal of Youth and Adolescence, 37, 127-141."	"Blank"	"y"	3	"MF"	"y"	"Adult"	"West"	"Nonexp"	"Nonexp"	"0.260000"	"0.160000"	"0.240000"	"."	"0.2206"	"BPp,prop,reactp"	"US"	"Journal"	10.0910890340093	10.2141589633725	1439	0.538520463867707	5.39011951087596e-24	1.07802390217519e-23
"206"	"GG08AC2"	"AggCog"	"."	572	0.157	0.158309384595911	0.0419221808150319	"Gentile, D. A. & Gentile, R. J. (2008). Violent video games as exemplary teachers: A conceptual analysis. Journal of Youth and Adolescence, 37, 127-141."	"Blank"	"y"	2	"MF"	"y"	"Child"	"West"	"Nonexp"	"Nonexp"	"0.163000"	"0.150000"	"."	"."	"0.157"	"HAB,CM-Hattr"	"US"	"Journal"	3.77626787342958	3.79539178686614	570	0.317942936685417	8.15960191422052e-05	0.00016319203828441
"207"	"GG08AC3"	"AggCog"	"."	1441	0.12	0.120581028408444	0.0263706331374945	"Gentile, D. A. & Gentile, R. J. (2008). Violent video games as exemplary teachers: A conceptual analysis. Journal of Youth and Adolescence, 37, 127-141."	"Blank"	"y"	3	"MF"	"y"	"Adult"	"West"	"Nonexp"	"Nonexp"	"."	"."	"."	"."	"0.12"	"."	"US"	"Journal"	4.57254961531426	4.58523179886804	1439	0.241746889207614	2.46408702057761e-06	4.92817404115523e-06
"209"	"GLL04AA"	"AggAff"	"."	557	0.163	0.164467041014595	0.0424859288662087	"Gentile, D.A., Lynch, P.L., Linder, J.R., & Walsh, D.A. (2004). The effects of violent video game habits on adolescent hostility, aggressive behaviors, and school performance. Journal of Adolescence, 27, 5-22."	"Blank"	"y"	1	"MF"	"y"	"Child"	"West"	"Nonexp"	"Nonexp"	"."	"."	"."	"."	"0.163"	"."	"US"	"Journal"	3.87109439298159	3.89207777014557	555	0.330419000924543	5.57341342394888e-05	0.000111468268478978
