	Study name	Outcome	PERSON	Sample size        	Correlation	Cor.Joe	Fisher's Z	Z.Joe	Std Err	Std.Err.Joe	t	df	p	Full Reference	Long Dup	raw r?	Study	SEX	Best?	Best.Joe	AGE	East/West	setting2	Setting	1st	2nd	3rd	4th	aveORonlyR	aveDVs	Country	Concern	Test	p-value	
215	GSH87AC	AggCog	.	69	0.288		0.296383998		0.123091491					"Graybill, D., Strawniak, M., Hunter, T., & O’Leary, M. (1987).  Effects of playing versus observing violent versus nonviolent video games on children’s aggression.  Psychology: A Quarterly Journal of Human Behavior, 24, 1-8."	NB	y	1	MF	n		Child	West	Exp	Exp	.	.	5 measures	.	0.288	"MC,p-f, RH"	US				
219	H94AC	AggCog	Third	32	0.232		0.236302205		0.185695338					"Hoffman, K. D. (1994). Effects of playing versus witnessing video game violence on attitudes toward aggression and acceptance of violence as a means of conflict resolution. Dissertation: University of Alabama, Tuscaloosa, AL."	NB	y	1	M	n		Adult	West	Exp	Exp	0.277	0.186	.	.	0.232	"Tagg, Hypo"	US				
276	M03ACo	AggCog	Third	24	0.2063		0.209303773		0.21821789					"Meyers, K. S. (2003). Television and video game violence: Age differences and the combined effects of passive and interactive violent media. Dissertation Abstracts International Section B: The Sciences and Engineering, 63(11-B), 5551."	NB	y	1	M	n		Child	West	Exp	Exp	0.266	0.1579	0.1929	.	0.2063	"2 att., word stem"	US				
277	M03ACy	AggCog	Third	24	-0.2383		-0.242970986		0.21821789					"Meyers, K. S. (2003). Television and video game violence: Age differences and the combined effects of passive and interactive violent media. Dissertation Abstracts International Section B: The Sciences and Engineering, 63(11-B), 5551."	NB	y	1	M	n		Child	West	Exp	Exp	-0.4032	-0.2766	-0.0065	.	-0.2383	"2 att., word stem"	US				
328	P06AC	AggCog	Third	48.5	0.0823		8.25E-02		0.148249863					"Pusateri, J. (2006). The effects of video game violence on boys' articulated thoughts of aggressive behavioral intentions. Dissertation Abstracts International: Section B: The Sciences and Engineering Vol 67(4-B), 2006, pp. 2210."	NB	y	1	M	n		Child	West	Exp	Exp	0.0571	0.1064	.	.	0.0823	"intent,hab"	US				
338	S95ACF	AggCog	Third	75	0.035		3.50E-02		0.11785113					"Scott, D. (1995).  The effect of video games on feelings of aggression.  The Journal of Psychology, 129, 121-133."	NB	y	1	F	n		Adult	West	Exp	Exp	.	.	.	.	0.035	.	US				
339	S95ACM	AggCog	Third	42	0.158		0.159334822		0.160128154					"Scott, D. (1995).  The effect of video games on feelings of aggression.  The Journal of Psychology, 129, 121-133."	NB	y	1	M	n		Adult	West	Exp	Exp	.	.	.	.	0.158	.	US				
431	W84AC	AggCog	Third	40	0.2		0.202732554		0.164398987					"Walker, M. R. (1984). The effects of video games and TV/film violence on sugsequent aggression in male adolescents. Unpublished Dissertation. University of Southern Mississippi."	NB	y	1	M	n		Adult	West	Exp	Exp	.	.	.	.	0.2	.	US				
447	WS05AC	AggCog	Third	201	0.12		0.120581028		7.11E-02					"Williams, D. & Skoric, M. (2005). Internet fantasy violence: A test of aggression in an online game. Communication Monographs, 72, 217–233."	NB	y	1	MF	n		Adult	West	Exp	Exp	.	.	.	.	0.12	.	US				
152	DA03DS1F	Desen	Third	42	0.0275		2.75E-02		0.160128154					"Deslms, J. L. & Altman, J. D. (2003) Immediate and prolonged effects of videogame violence.  Journal of Applied Social Psychology, 33, 1553-1563."	NB	y	1	F	n		Adult	West	Exp	Exp	.	.	.	.	0.0275	.	US				
153	DA03DS1M	Desen	Third	42	-0.4619		-0.499723911		0.160128154					"Deslms, J. L. & Altman, J. D. (2003) Immediate and prolonged effects of videogame violence.  Journal of Applied Social Psychology, 33, 1553-1563."	NB	y	1	M	n		Adult	West	Exp	Exp	.	.	.	.	-0.4619	.	US				
154	DA03DS2F	Desen	Third	27	0.4593		0.496423776		0.204124145					"Deslms, J. L. & Altman, J. D. (2003) Immediate and prolonged effects of videogame violence.  Journal of Applied Social Psychology, 33, 1553-1563."	NB	y	2	F	n		Adult	West	Exp	Exp	.	.	.	.	0.4593	.	US				
155	DA03DS2M	Desen	Third	29	-0.4593		-0.496423776		0.196116135					"Deslms, J. L. & Altman, J. D. (2003) Immediate and prolonged effects of videogame violence.  Journal of Applied Social Psychology, 33, 1553-1563."	NB	y	2	M	n		Adult	West	Exp	Exp	.	.	.	.	-0.4593	.	US				
253	K02DS	Desen	Third	40	-0.4255		-0.454388906		0.164398987					"Knapp, H. E. (2002). Desensitization aftereffects of playing violent videogames. Dissertation Abstracts International Section A: Humanities and Social Sciences, 63(5-A), 1997."	NB	y	1	M	n		Adult	West	Exp	Exp	.	.	.	.	-0.4255	.	US				
177	FBJ03EMFo	Empathy	Third	10	0.1868		0.189019403		0.377964473					"Funk, J.B., Buchman D.D., Jenks, J. & Bechtoldt, H. (2003) Playing violent video games, desensitization, and moral evaluation in children.  Applied Developmental Psychology, 24, 413-436."	NB	y	1	F	n		Child	West	Exp	Exp	.	.	.	.	0.1868	.	US				
178	FBJ03EMFy	Empathy	Third	17	-0.1096		-0.110042035		0.267261242					"Funk, J.B., Buchman D.D., Jenks, J. & Bechtoldt, H. (2003) Playing violent video games, desensitization, and moral evaluation in children.  Applied Developmental Psychology, 24, 413-436."	NB	y	1	F	n		Child	West	Exp	Exp	.	.	.	.	-0.1096	.	US				
179	FBJ03EMMo	Empathy	Third	25	-0.1409		-0.141843687		0.213200716					"Funk, J.B., Buchman D.D., Jenks, J. & Bechtoldt, H. (2003) Playing violent video games, desensitization, and moral evaluation in children.  Applied Developmental Psychology, 24, 413-436."	NB	y	1	M	n		Child	West	Exp	Exp	.	.	.	.	-0.1409	.	US				
180	FBJ03EMMy	Empathy	Third	14	-0.0939		-9.42E-02		0.301511345					"Funk, J.B., Buchman D.D., Jenks, J. & Bechtoldt, H. (2003) Playing violent video games, desensitization, and moral evaluation in children.  Applied Developmental Psychology, 24, 413-436."	NB	y	1	M	n		Child	West	Exp	Exp	.	.	.	.	-0.0939	.	US				
3	A87PA	PhysArous	Third	60	-0.0287		-2.87E-02		0.132453236					"Austin, L. H. (1987). The effects of playing video games with aggressive features.Dissertation: The Fielding Institute, "	NB	y	1.00E+00	MF	n		Adult	West	Exp	Exp	.	.	.	.	-0.0287	.	US				
69	B00PA	PhysArous	Third	40	0.152		0.153187103		0.164398987					"Brooks, M. C. (2000). Press start: Exploring the effects of violent video games on boys. Dissertation Abstracts International Section B: The Sciences and Engineering, 60(12-B), 6419."	NB	y	1	M	n	y	Child	West	Exp	Exp	.	.	.	.	0.152	.	US				Moto Racer does not involve violence despite 2010 report.
73	B06PA	PhysArous	Third	100	0.1346		0.135421809		0.101534617					"Brady, S. (2006). Impact of violence exposure on hostility, physiological arousal, and health in youth. Dissertation Abstracts International: Section B: The Sciences and Engineering Vol 66(9-B), 2006, pp. 5079."	NB	y	1	M	n		Adult	West	Exp	Exp	.	.	.	.	0.1346	.	US				
92	BHB07PA	PhysArous	First	99	0.075		7.51E-02		0.102062073					"Barlett, C. P., Harris,R.J., & Baldassaro, R. M. (2007). The longer you play, the most hostile you feel: Examination of first person shooter video games and aggression during video game play. Aggressive Behavior, 33, 1-12"	NB	y	1	MF	n		Adult	West	Exp	Exp	.	.	.	.	0.075	.	US				
123	C95PA	PhysArous	Third	123	0.0684		6.85E-02		9.13E-02					"Cohn, L. B. (1995). Violent video games: Aggression, arousal, and desensitization in young adolescent boys. Dissertation: University of Southern California, Los Angeles: CA."	NB	y	1	M	n		Child	West	Exp	Exp	.	.	.	.	0.0684	.	US				
146	CT94PA	PhysArous	First	24	0.521		0.577711347		0.21821789					"Calvert, S. L., & Tan, S. (1994). Impact of virtual reality on young Adult’ physiological arousal and aggressive thoughts: Interaction versus observation. Journal of Applied Developmental Psychology, 15, 125-139."	NB	y	1	MF	n		Adult	West	Exp	Exp	.	.	.	.	0.521	.	US				
147	D05PA	PhysArous	both	45	0.187		0.189226643		0.15430335					"Dubenitz, J. (2005). The physical and emotional experience of violence in video games. Dissertation Abstracts International: Section B: The Sciences and Engineering Vol 66(2-B), 2005, pp. 1166."	NB	y	1	M	n		Child	West	Exp	Exp	0.336	0.1352	0.0781	.	0.187	"HR,SYS, DIA"	US				
237	IK07PA	PhysArous	First	120	0.021		2.10E-02		9.25E-02					"Ivory, J. D., & Kalyaraman, S. (2007). The effects of technological advancement and violent content in video games on players' feelings of presence, involvement, physiological arousal, and aggression. Journal of Communication, 57, 532-555."	NB	y	1	MF	n		Adult	West	Exp	Exp	.	.	.	.	0.021	.	US				
280	M07PAF	PhysArous	Third	39	0.0234		2.34E-02		0.166666667					"Moore, C.N. (2007). An examination of psychological and cardiovascular responses to violent content in video games. Dissertation Abstracts International: Section B: The Sciences and Engineering Vol 67(8-B), 2007, pp. 4717."	NB	y	1	F	n		Child	West	Exp	Exp	-0.104	0.066	0.108	.	0.0234	"hr, sys,dia"	US				
281	M07PAM	PhysArous	Third	32	0.026		2.60E-02		0.185695338					"Moore, C.N. (2007). An examination of psychological and cardiovascular responses to violent content in video games. Dissertation Abstracts International: Section B: The Sciences and Engineering Vol 67(8-B), 2007, pp. 4717."	NB	y	1	M	n		Child	West	Exp	Exp	-0.081	-0.007	0.164	.	0.026	"hr, sys,dia"	US				
435	WNH87PA	PhysArous	.	56	0.126		0.126673217		0.137360564					"Winkel, M., Novak, D. M., & Hopson, M. (1987). Personality factors, subject gender and the effects of aggressive video games on aggression in adolescents, Journal of Research in Personality, 21, 211-223."	NB	y	1	MF	n		Child	West	Exp	Exp	.	.	.	.	0.126	.	US				
78	B87PB	ProsBeh	Third	32	-0.148		-0.149095025		0.185695338					"Brusa, J. A. (1987). Effects of video game playing on children's social behavior. Dissertation: De Paul University, Chicago, IL."	NB	y	1	MF	n		Child	West	Exp	Exp	-0.553	0.343	.	.	-0.148	"phys, verb coop"	US				
124	C95PB	ProsBeh	Third	123	-0.0657		-6.58E-02		9.13E-02					"Cohn, L. B. (1995). Violent video games: Aggression, arousal, and desensitization in young adolescent boys. Dissertation: University of Southern California, Los Angeles: CA."	NB	y	1	M	n		Child	West	Exp	Exp	.	.	.	.	-0.0657	.	US				
216	GSH87PB	ProsBeh	.	73	-0.139		-0.13990573		0.119522861					"Graybill, D., Strawniak, M., Hunter, T., & O’Leary, M. (1987).  Effects of playing versus observing violent versus nonviolent video games on children’s aggression.  Psychology: A Quarterly Journal of Human Behavior, 24, 1-8."	NB	y	1	MF	n		Child	West	Exp	Exp	-0.1142	0.1628	.	.	-0.139	#help/dur	US				
390	SW87PB	ProsBeh	Third	14	-0.17		-0.171666664		0.301511345					"Silvern, S. B., & Williamson, P. A. (1987).  The effects of video game play on young children’s aggression, fantasy and prosocial behavior.  Journal of Applied Developmental Psychology, 8, 453-462."	NB	y	1	MF	n		Child	West	Exp	Exp	.	.	.	.	-0.17	.	US				
74	B07AA	AggAff	.	103	0.167		0.168578995		0.1					"Bacchus, J. (2007). Cumulative use of multiplayer online first-person shooter video games and self-reported aggression: A correlational study. Dissertation Abstracts International: Section B: The Sciences and Engineering Vol 67(11-B), 2007, pp. 6729."	NB	y	1	MF	n		Adult	West	Nonexp	Nonexp	.	.	.	.	0.167	.	US				
269	KW85AA	AggAff	.	178	0.245		0.25008653		7.56E-02					"Kestenbaum, G. I., & Weinstein, L. (1985). Personality, psychopathology and developmental issues in male adolescent video game use. Journal of the American Academy of Child Psychiatry, 24, 329-333."	NB	y	1	M	n		Child	West	Nonexp	Nonexp	.	.	.	.	0.245	.	US				
303	N04AA	AggAff	.	384	0.1332		0.133996249		0.051231552					"Norris, K. O. (2004). Gender stereotypes, aggression, and computer games: an online survey of women. CyberPsychology & Behavior, 7, 714-727."	NB	y	1	F	n		Adult	West	Nonexp	NonexpS	.	.	.	.	0.1332	.	US				
75	B07AB	AggBeh	.	179	0.05		5.00E-02		7.54E-02					"Brady, S. S. (2007). Young adults' media use and attitudes toward interpersonal and institutional forms of aggression. Aggressive Behavior, 33, 519-525."	NB	y	1	M	n		Adult	West	Nonexp	NonexpS	.	.	.	.	0.05	.	US				
148	D84ABF	AggBeh	.	140	0.19		0.192337169		8.54E-02					"Dominick, J. R. (1984).  Videogames, television violence, and aggression in teenagers. Journal of Communication, 34, 136-147."	NB	y	1	F	n		Child	West	Nonexp	NonexpS	0.19	0.19	.	.	0.19	"Man,Del"	US				
149	D84ABM	AggBeh	.	110	0.1218		0.122407729		9.67E-02					"Dominick, J. R. (1984).  Videogames, television violence, and aggression in teenagers. Journal of Communication, 34, 136-147."	NB	y	1	M	n		Child	West	Nonexp	NonexpS	0.02	0.22	.	.	0.1218	"Man,Del"	US				
156	DB02AB	AggBeh	.	1111	0.0915		9.18E-02		3.00E-02					"Durkin, K., & Barber, B. (2002). Not so doomed: computer game play and positive adolescent development. Applied Developmental Psychology, 23, 373-392."	NB	y	1	MF	n		Child	West	Nonexp	Nonexp	.	.	.	.	0.0915	.	US				
159	EKO02ABF	AggBeh	.	2663	0.1013		0.101648652		0.019389168					"Escobar-Chaves, S. L., Kelder, S., & Orpinas, P. (2002). The relationship between violent video games, acculturation, and aggression among Latino adolescents. Biomedica, 22, 398-406."	NB	y	1	F	n		Child	West	Nonexp	NonexpS	.	.	.	.	0.1013	.	US				
160	EKO02ABM	AggBeh	.	2510	0.0937		0.093975673		2.00E-02					"Escobar-Chaves, S. L., Kelder, S., & Orpinas, P. (2002). The relationship between violent video games, acculturation, and aggression among Latino adolescents. Biomedica, 22, 398-406."	NB	y	1	M	n		Child	West	Nonexp	NonexpS	.	.	.	.	0.0937	.	US				
187	FHS02AB	AggBeh	.	32	0.2441		0.249129282		0.185695338					"Funk, J.B., Hagan, J., Schimming, J., Bullock, W.A., Buchman, D.D., & Myers, M. (2002). Aggression and psychopathology in adolescents with a preference violent electronic games. Aggressive Behavior, 28, 134-144."	NB	y	1	MF	n		Child	West	Nonexp	Nonexp	.	.	.	.	0.2441	.	US				
196	FSR92AB	AggBeh	.	118	0.233		0.237359351		9.33E-02					"Fling, S., Smith, L., Rodriguez, T., Thornton, D., Atkins, E., & Nixon, K. (1992). Videogames, aggression, and self-esteem: A survey. Social Behavior and Personality, 20, 39-46."	NB	y	1	MF	n		Child	West	Nonexp	Nonexp	0.25	0.19	0.26	0.23	0.233	.	US				
249	J99	AggBeh	.	201	0.1356		0.1364404		7.11E-02					"Janey, B. A. (1999). Masculine ideology, television viewing, and father availability as risk factors in the development of aggression in preadolescent males. Dissertation, Kansas State University, Manhattan, KS"	NB	y	1	M	n		Child	West	Nonexp	NonexpS	0.19	0.08	.	.	0.1356	"self-rep, teacher-rep"	US				
262	KO08ABf	AggBeh	.	665	0.239		0.243713262		3.89E-02					"Kutner, L. & Olsen, C. (2008). Grand theft childhood: The surprising truth about violent video games and what parents can do. New York, NY, US: Simon & Schuster."	NB	y	1	F	n		Child	West	Nonexp	NonexpS	0.289	0.189	.	.	0.239	"Fights, Hitting"	US				
263	KO08ABm	AggBeh	.	589	0.206		0.208990458		4.13E-02					"Kutner, L. & Olsen, C. (2008). Grand theft childhood: The surprising truth about violent video games and what parents can do. New York, NY, US: Simon & Schuster."	NB	y	1	M	n		Child	West	Nonexp	NonexpS	0.216	0.195	.	.	0.206	"Fights, Hitting"	US				
270	KW85AB	AggBeh	.	178	0.148		0.149095025		7.56E-02					"Kestenbaum, G. I., & Weinstein, L. (1985). Personality, psychopathology and developmental issues in male adolescent video game use. Journal of the American Academy of Child Psychiatry, 24, 329-333."	NB	y	1	M	n		Child	West	Nonexp	Nonexp	.	.	.	.	0.148	.	US				
271	LB06AB	AggBeh	.	295	0.11		0.110446916		5.85E-02					"Lemmens, J. S., & Bushman, B. J. (2006). The appeal of violent video games to lower educated aggressive adolescent boys from two countries. CyberPsychology & Behavior, 9, 638-641."	NB	y	1	M	n		Child	West	Nonexp	NonexpS	.	.	.	.	0.11	.	US				
272	LL87ABF	AggBeh	.	101	0.0052		5.20E-03		0.101015254					"Lin, S., & Lepper, M. R. (1987). Correlates of children’s usage of video games and computers. Journal of Applied Social Psychology, 17, 72-93."	NB	y	1	F	n		Child	West	Nonexp	NonexpS	0.17	-0.16	.	.	0.0052	"arcade,home"	US				
273	LL87ABM	AggBeh	.	88	0.177		0.178883953		0.108465229					"Lin, S., & Lepper, M. R. (1987). Correlates of children’s usage of video games and computers. Journal of Applied Social Psychology, 17, 72-93."	NB	y	1	M	n		Child	West	Nonexp	NonexpS	0.26	0.09	.	.	0.177	"arcade,home"	US				
304	N04AB	AggBeh	.	384	0.0986		9.89E-02		0.051231552					"Norris, K. O. (2004). Gender stereotypes, aggression, and computer games: an online survey of women. CyberPsychology & Behavior, 7, 714-727."	NB	y	1	F	n		Adult	West	Nonexp	NonexpS	.	.	.	.	0.0986	.	US				
335	RMS08ABF	AggBeh	.	7137	0.101		0.101345551		0.011839502					"Rudatsikira, E., Muula, A. S., & Siziya, S. (2008). Variables associated with physical fighting among US high-school students. Clinical Practice and Epidemiology in Mental Health, 4"	NB	y	1	F	n		Child	West	Nonexp	NonexpS	.	.	.	.	0.101	.	US				
336	RMS08ABM	AggBeh	.	6569	0.174		0.175788613		1.23E-02					"Rudatsikira, E., Muula, A. S., & Siziya, S. (2008). Variables associated with physical fighting among US high-school students. Clinical Practice and Epidemiology in Mental Health, 4"	NB	y	1	M	n		Child	West	Nonexp	NonexpS	.	.	.	.	0.174	.	US				
76	B07AC	AggCog	.	179	0.0827		8.29E-02		7.54E-02					"Brady, S. S. (2007). Young adults' media use and attitudes toward interpersonal and institutional forms of aggression. Aggressive Behavior, 33, 519-525."	NB	y	1	M	n		Adult	West	Nonexp	NonexpS	0.1	0.14	0.06	0.03	0.0827	many	US				
150	D84ACF	AggCog	.	140	0.09		9.02E-02		8.54E-02					"Dominick, J. R. (1984).  Videogames, television violence, and aggression in teenagers. Journal of Communication, 34, 136-147."	NB	y	1	F	n		Child	West	Nonexp	NonexpS	.	.	.	.	0.09	.	US				
151	D84ACM	AggCog	.	110	0.09		9.02E-02		9.67E-02					"Dominick, J. R. (1984).  Videogames, television violence, and aggression in teenagers. Journal of Communication, 34, 136-147."	NB	y	1	M	n		Child	West	Nonexp	NonexpS	.	.	.	.	0.09	.	US				
202	GBL83ACF	AggCog	.	79	-0.1557		-0.156976809		0.114707867					"Gibb, G. D., Bailey, J. R., Lambirth, T. T., & Wilson, W. P. (1983).  Personality differences between high and low electronic video game users.  The Journal of Psychology, 114, 159-165."	NB	y	1	F	n		both	West	Nonexp	NonexpS	-0.1	-0.21	.	.	-0.1557	"Weekly, # months"	US				
203	GBL83ACM	AggCog	.	201	0.055		5.51E-02		7.11E-02					"Gibb, G. D., Bailey, J. R., Lambirth, T. T., & Wilson, W. P. (1983).  Personality differences between high and low electronic video game users.  The Journal of Psychology, 114, 159-165."	NB	y	1	M	n		both	West	Nonexp	NonexpS	0.06	0.05	.	.	0.055	"Weekly, # months"	US				
305	N04AC	AggCog	.	366	0.08		8.02E-02		5.25E-02					"Norris, K. O. (2004). Gender stereotypes, aggression, and computer games: an online survey of women. CyberPsychology & Behavior, 7, 714-727."	NB	y	1	F	n		Adult	West	Nonexp	NonexpS	.	.	.	.	0.08	.	US				
																																			
